App,Description,Rating,Number of ratings,Price,Dangerous permissions count,Safe permissions count,Class,Package,Related apps
FX-onTap,"Introducing FX-onTap, the free Android app that lets you trade while you're on the go! Just login with your MT4 username and password, and then you can perform the following actions: Enter trades and pending orders, view past order history, modify trades, monitor live orders, set StopLoss and TakeProfit, view charts.",4.0,2,0.0,4,2,1,air.com.fxprimus.fxontap,"['air.fxapps.SignalFx', 'com.pepperstone.trader', 'com.chaweng.forex', 'com.alpari.fs.trader']"
Alliant Mobile Banking,"Alliant Credit Union<p>Alliant Mobile Banking is designed to make it easy and convenient for you to manage your finances. We???ll continue to make enhancements to ensure you???ll enjoy the benefits of membership and access to your accounts 24/7.<p>- View current balance and transaction information for your Alliant accounts<br>- View check images for cleared checks<br>- Transfer money between your Alliant accounts including your Alliant Visa credit card<br>- Locate which ATMs in our network of 80,000 surcharge-free ATMs(1) are nearest you ??? and which accept deposits<br>- All transactional data is encrypted and no sensitive account information is stored on your mobile device<p>For checking accounts, there are no limits on the number of transfers you can make in a calendar month.<p>For savings accounts, you can make up to 6 preauthorized, automatic, telephone, electronic or audio response transfers to another account of yours or to a third party during a calendar month per federal regulations. Of these 6, you can make no more than 3 transfers to a third party by check or debit card. A preauthorized transfer includes any arrangement with us to pay a third party from your account upon oral or written orders including orders received through the automated clearing house (ACH). You can make unlimited transfers at an ATM, in person at a Service Center, through the mail or to any Alliant Credit Union loan. However, we may refuse or reverse a transfer that exceeds these limitations and may assess fees against, suspend or close your account.<p>Alliant Credit Union will never solicit you for personal information, such as account number, credit/debit card numbers, passwords or PINs (Personal Identification Numbers). Call us immediately at 800-328-1935 (24/7) if you think unauthorized access or fraud has occurred in connection with your Alliant Credit Union accounts.<p><a href=""http://www.google.com/url?q=http://www.alliantcreditunion.org&usg=AFQjCNFMiK4ZcsrU62KKQMPXZ18TTAuuKA"" target=""_blank"">www.alliantcreditunion.org</a><br>800-328-1935 (24/7)<p>(1)Alliant charges a nominal fee after eight transactions have been performed in a month at non-Alliant ATMs, including CO-OP Network, Credit Union 24 CU Here, Bank of the West, Allpoint and Alliance One ATMs. Not every Allpoint ATM is surcharge-free. Please see our online ATM Locator for a list of ATMs that accept deposits or are surcharge-free.",4.1,77,0.0,4,2,1,org.alliant.mobile,"['com.wiresareobsolete.tripmasterpro', 'com.DebtSnowball', 'com.kerrata.pulse.western', 'org.servicefirst.mobile']"
US Military Pay Calc Free,"This application will calculate pay for US military members. <p>Current Functionality: <br>- Calculates base pay based on 1) Years in the Service 2) Pay Grade<br>- For reservists, calculates the estimated monthly base pay based on 4 drills per month being completed<br>- Calculates BAH based on 1) Zip Code 2) Pay Grade 3) Dependant status<br>- Included BAS<br>- User can email the results to save this information for later use<p>Functionality planned for the future (paid version): <br>- Add allowances (FSA)<br>- Add incentive pays (sea pay, aviation pay, etc)<br>- Work on user interface<br>- Remember user inputs from last session<p>When the paid version of the application is released, some features currently in the free version might be removed and added to the paid version.<p>V1.12:<br>- No functional changes.<br>V1.11:<br>- Attempt to fix the error introduced in V1.10 which caused app crash after splash screen.<br>V1.10:<br>- Code refactoring.  No user visible changes.<br>V1.09:<br>- Corrected BAS issue for warrant officers.<br>V1.08<br>- Optimization of user interface.<br>V1.07<br>- Improved user interface when phone is in horizontal position.<br>- Added information about released paid app and pending removal of BAH.<br>V1.06<br>- Attempt to correct BAH issue on phones running specific Android OS versions.  If you get a force close, please provide specifics on phone make/model and Android version if known.  Your feedback will help future improvements/corrections.<br>V1.05<br>- Attempt to correct BAH issue on phones with pre-V2.3 of Android OS<br>V1.04<br>- Corrected omission of BAS functionality in V1.03 app<br>V1.03<br>- Reworked BAH lookup to eliminate performance issue<br>V1.02<br>- Added inclusion of BAS<br>- Added ads <br>V1.01<br>- Added calculation of BAH<br>- Minor user interface changes<br>V1.00<br>- Initial functionality",4.6,16,0.0,1,1,0,com.crashtestdummylimited.militarypaycalculatorfree,['com.familylawsoftware.childsupport.PA']
Auto Loan Calculator,"This Car Loan Calculator: <br>- Calculates Loan Monthly payment <br>- Compares Low APR vs Cash Rebate <br>- Lease monthly payment <br>- Dealer fees, sales tax, title & registration, trade in and other optional information are taken for calculations <br>- Option to include Trade In or Cash Rebate in Sales Tax calculation<br>- All major international currency formats are supportd.",3.9,25,0.0,1,0,1,com.xinifynetworks.autoLoanCalculator,"['com.cityjams.calculators.autolease', 'com.ismilez.carloancalc', 'tm.app.autoLoanCalculator', 'com.ismilez.carloancomp']"
Tip Calculator by TradeFields,"The most popular attractive, simple and powerful Tip Calculator!<p>A simple yet stylish Tip Calculator designed to be easy to use.<br>A big virtual keyboard does not require rotating the phone.<br>The perfect companion every time you need to calculate a tip or divide a meal between your friends.<p>Buy the Pro version if you don't like adds!<p>-Can now be saved to SD (Froyo)",4.4,9252,0.0,1,1,1,com.istockmanager,"['com.ferose.actualtipcalculator', 'com.yingwen.tipcalculator', 'com.bettertip', 'com.ubq.tipbig.main']"
aCar,"Track the maintenance, fuel mileage, business trips & expenses of your vehicle.<p>An all-in-one application to track and manage your car: maintenance, fill-ups, fuel mileage, expenses, business trips<p>Features:<br>* Multiple vehicles support.<br>* Support for recording fill-ups, services, expenses and trips<br>* Automatic data backup.<br>* Powerful searching and filtering.<br>* Thorough statistics for your vehicle.<br>* Time and mileage based service reminders: Engine Oil, Air Filter, etc<br>* Multiple units: MPG, gal/100mi, mi/L, km/gal, L/100km, km/L<br>* Move to SD-Card support (Android 2.2 and later).<br>* [Pro!] Localized and translated into: German, Spanish, French, Italian and Brazilian Portuguese. More to come...<br>* [Pro!] Charts for fill-ups, services, expenses and trips.<br>* [Pro!] Data import from various sources.<br>* [Pro!] Manual and more frequent automatic data backups.<br>* [Pro!] Export records to Excel compatible CSV format.<br>* [Pro!] Export statistics to Excel compatible CSV and browser viewable HTML formats.<p>- Want to go Pro? Refer to aCar website and donate there to get a Pro unlock code!<br>- Bugs? Issues? Contact us! Don't post the bugs here!<br>- Questions? Read FAQ! Contact us if needed.<br>- Need more info? Refer to website!<p>***** Why does aCar need Phone State Read permission? *****<br>It's used to read your phone hardware ID to tie your Donation ID to it (if you've donated). This is to prevent others from using your Donation ID. Even if one steals your code, he won't be able to use it because his phone ID is different.<p>***** Why does aCar need Internet Access permission? *****<br>It's used to check the validity of your Donation ID, with aCar website, when you're registering that ID in aCar application.<p><p>Keywords: car, vehicle, fuel mileage, gas mileage, fill-up, fillup, maintenance, service, expense, trip, mileage, fuel, gas, track, tracker, manager, management, mpg, cost, statistics, report",4.5,12784,0.0,3,1,0,com.zonewalker.acar,"['stefanot.unibas.afuel.vista', 'com.handynorth.driversjournal', 'com.wiresareobsolete.tripmaster', 'cars.michaelsoft']"
TwinStar CU Mobile Banking,"TwinStar CU Mobile Banking allows you to check balances, view transaction history, transfer funds, and pay loans on the go!<p>Features:<br>- Check Balances<br>- Make Bill Payments<br>- View Transaction History<br>- Transfer Funds<br>- Pay Loans<p>*Mobile banking is available to members currently enrolled in Online Banking. Visit <a href=""http://www.google.com/url?q=http://twinstarcu.com&usg=AFQjCNEg-SDimWy4pKWvfopc0xmdf0yDMg"" target=""_blank"">twinstarcu.com</a> for more details.",4.1,48,0.0,6,0,1,com.softek.ofxclmobile.twinstar,"['com.softek.ofxclmobile.oregonemployeesfcu', 'com.softek.ofxclmobile.wsecu', 'com.ifs.mobilebanking.fiid3648', 'com.softek.ofxclmobile.qualstar']"
Chase Mobile,"Our Chase Mobile App makes it easy for you to bank on the go 24/7.<p>Free* Chase Mobile(R) App ??? Customized for Android(TM) users.<p>If you own an Android device, try banking on the go! Our exclusive Android application makes it easy for you to:<p>BANK WITH CONFIDENCE 24/7 ??? If you???re enrolled in Chase Online(SM), you can pay bills and credit cards; see account balances and transaction history; transfer money between your accounts; and even send wire transfers. We also use multiple safeguard technologies to help protect your information.<p>FIND US ??? Locate your nearest Chase branch or ATM quickly and easily.<p>CONTACT US ??? Talk to our service representatives; they???re just a touch away.<p>MAKE A DEPOSIT ??? With Chase QuickDeposit(SM), you can save a trip to the bank by using your Android device to make a deposit.<p>CHASE PERSON-TO-PERSON QUICKPAY - Send money to nearly anyone with a U.S. bank account just by using an email address or mobile phone number. The App uses your contact data so you can easily add people to your Chase QuickPay(SM) contact list.<p>EDIT AND CANCEL PAYMENTS - You can now make changes to pending credit card payments, transfers, wires or bill payments.<p>SEE REWARDS ??? See your credit card and debit card rewards information.<p>BLUEPRINT(SM) ??? We???ve made it even easier to stick to your plan.  Now you can view and make your BLUEPRINT credit card payment from your Android device.<p>Some features are available for eligible customers and accounts only.<p>*There is no charge from Chase, but data rates may apply.<br>Android is a trademark of Google Inc.<p>htc  EVO(TM) is a trademark of HTC Corporation.",4.4,37598,0.0,5,0,1,com.chase.sig.android,"['INGDIRECT.android', 'com.discoverfinancial.mobile', 'com.Vertifi.DeposZip', 'com.americanexpress.android.acctsvcs.us']"
Wikinvest Portfolio,"Track all of your investment accounts, all in one place with Wikinvest Portfolio<p>Wikinvest Portfolio for Android is the first portfolio that tracks all of your investment accounts, all in one place. Set up your investment and finance accounts on Wikinvest.com, or add them directly from the application so you can follow all of your investments wherever you go.<p>Wikinvest's secure connection automatically imports your stock, ETF, and mutual fund holdings into one view and updates nightly so you never have to enter your trades or holdings into a portfolio management tool again.<p>Highlights of the app include:<br>* Link and aggregate multiple brokerage accounts and track your investments on the go<br>* Compare your performance to major indices<br>* Get a quick glance at today???s change in your portfolio and individual holdings<br>* Explore news and charts related to your portfolio<br>* Dive into company analyses delivered directly from Wikinvest???s 3,000+ articles<br>* Get partial valuation, balance sheet, and income financials<p>You can import holdings from over 60+ brokerages, including:??? American Funds, Ameriprise Financial, Ameritrade, BB&T Investment Services, Bear Sterns, Bernstein, Capital One, Charles Schwab, Chase Investment Services, Choice Trade, Citi Wealth Management, Citibank, Citigroup, Cobra Trading, Credit Suisse, D.A. Davidson, Deutsche Bank, ETrade, Edward Jones, Fidelity, Fiduciary Trust, Franklin Templeton, Goldman Sachs, Hewitt Associates, Financial Services, ING, Intuit 401K, Invesco, Ivy Funds, J.P. Morgan, J.P. Morgan Private Banking, Janney Montgomery Scott, Janus, Jefferies and Co., Lightspeed, MB Trading, Mercer 401K, Merrill Edge, Merrill Lynch Direct, Merrill Lynch Online, Metlife, Morgan Keegan & Co., Morgan Stanley ClientServ, Morgan Stanley Smith Barney, Muriel Siebert (myStreetscape), Northern Trust, Oppenheimer & Co., Options House, OptionsXpress, PNC, Pershing, Principal Financial Group, Prudential, RBC Wealth Management, Robert W. Baird & Co., Salmon Smith Barney, Schwab, Scottrade, Sharebuilder (ING), SpeedTrader, T. Rowe Price, TD Ameritrade, TIAA-CREF Brokerage Service, Thinkorswim, TradeMONSTER, UBS, US Bank, USAA, VALIC 401K, Vanguard, Wachovia, Waddell & Reed, Washington Mutual, and Zecco.<p>Don't see your brokerage* in the list? Let us know, and we'll be sure to add it as soon as possible. You can still use the Wikinvest Portfolio with watchlists and manually created portfolios from Wikinvest.com.<p>To send feedback on the Wikinvest Portfolio, email us at??<a href=""mailto:android-support@wikinvest.com"" target=""_blank"">android-support@wikinvest.com</a>!<p>Security<br>???Our servers are protected by 24/7 on-site security???. We use 256-bit SSL encryption (bank-level) for all of our data and none of your data is personally identifiable.  Our portfolio tracker is read-only, you cannot make trades from our platform. We have been reviewed by Verisign, McAfee, TRUSTe. See also <a href=""http://www.google.com/url?q=http://www.wikinvest.com/site/About_Wikinvest_Security&usg=AFQjCNGk1uQ0256rLa4dyt2yi_Za3eFqVg"" target=""_blank"">http://www.wikinvest.com/site/About_Wikinvest_Security</a>.<p>Press<br>The new portfolio-management tool from Wikinvest.com is already the most advanced of its kind&quot; - Barron's<p>Other mentions by TechCrunch, Wired, VentureBeat, and more.<p>Coverage<p>Track company financials and metrics. Follow the movement of the Dow, S&P 500 and Nasdaq indexes in the US. On the international plane, follow the S&P TSX, CAC 40, FTSE 100, German DAX, Shanghai, and Nikkei 225. Supported commodities include gold, silver, platinum, oil, brent crude, gasoline, wheat, beef and lumber. Currencies include USD, EUR, JPY, GBP, and CAD.<br> <br>News<p>News from a wide range of top sources including: Reuters, Bloomberg, the Wall Street Journal, The New York Times, BusinessWeek, MarketWatch, Forbes, Financial Times, CNN Money, The Economist, BBC, The Guardian, Motley Fool, The Street, TechCrunch, Fabtech, ClusterStock, CFO, Market Intelligence Center, CNBC, StreetInsider, FX Street, The Globe and Mail, The Economic Times, NIKKEI, Business Times and many more.<br> <br>* Brokerage import is limited to U.S. brokerages that support OFX at this time. <br>???**Options and fixed income products can be imported, but historical prices are not supported.",3.9,485,0.0,1,1,1,com.wikinvest.wikinvest,"['com.msportfolio', 'com.acquasys.invest', 'com.digitalkozak.sa', 'com.sbanks.portfoliotracker']"
Navy Federal Credit Union,"Navy Federal Mobile <br> <br>Experience money management at full force with the Navy Federal mobile app. Be up on the latest rates, the nearest branch, or your account balance.<br> <br>Feel the power of seamless account management. Experience its other great features too. <br> <br>Features:???<br>  ??? Check account balances, view recent transactions and transfer money between accounts???<br>  ??? At-a-glance access to the rate of your choice???<br>  ??? Find the nearest Navy Federal branches or free ATMs worldwide<br>  ?????? Calculate auto loan payments, mortgage payments or even the tip when splitting the bill in an instant.?? <br>  ?????? Check currency exchange rates around the globe<br>  ?????? Safe, secure and fast<br> <br> <br>Note: To use mobile banking, you???ll first need to enroll a mobile phone number. For security purposes, we send a verification code to your phone via text message. If you???d like to use this app on a tablet device without the phone feature please call us at 1-888-868-8123 for assistance.<p>Federally insured by NCUA.",3.2,503,0.0,6,2,0,com.navyfederal.android,"['com.ifs.mobilebanking.fiid3645', 'com.crashtestdummylimited.militarypaycalculatorfree', 'org.penair', 'com.ifs.mobilebanking.fiid5497']"
Busey Mobile,"With Busey Mobile you can view balances and pay bills from virtually anywhere.<p>Busey Mobile is a free service that allows you to bank the way you live ??? electronically! With Busey Mobile you can view your account balances, view recent transaction history, review check status, transfer funds, find branch locations and ATMs, review interest rates, and pay bills from virtually anywhere on your Android device.",4.4,40,0.0,5,0,0,com.ifs.mobilebanking.fiid5334,"['com.greenbeansoft.ExpensesShare', 'com.cousinHub.Nasdaq100_PRO', 'net.lwi.bitcoiner', 'com.dreamstep.wTheUltimateStockMarketGuide']"
ZuluTrade Widget,"Simple and easy way to keep an eye on your live ZuluTrade account!<p>Provide the credentials of your live account and ZuluTrade Widget will monitor your equity and profit constantly. You will be able to set a custom update interval depending on you network efficiency.<p>Widget Limitations:<br>- Available ONLY for ZuluTrade live accounts.<br>- Will NOT login demo accounts or signal providers.<p>About ZuluTrade:<br>ZuluTrade lets you pick among the best 3rd party expert signal providers, and instantly converts their advice into live trades in your broker account for FREE! Founded in 2006, ZuluTrade.com has become one of the major auto-trade destinations worldwide.<br>- Around the clock automated trading on the Forex market.<br>- Web interface enables signals to be executed even when your computer is turned off.<br>- Hundreds of signal providers for automated trading.<br>- Easy to use classification system to choose an optimal signal provider.<br>- Full compatibility with MetaTrader 4.",4.1,7,0.0,1,1,1,zulu.trade.widget,"['com.fxpro.trader', 'com.chaweng.forex', 'net.metaquotes.metatrader5', 'com.alpari.fs.trader']"
City Trading,"City Trading??? - Award winning Spread Betting and CFD Trading App from City Index<p>City Trading??? - Award winning mobile Spread Betting and CFD Trading App from City Index, now available for Android <p>Awards presented to City Index for 2010 include:<br>??? MoneyAM Best Mobile Trading Platform<br>??? Shares Magazine Best Mobile Trading Platform<br>??? FT and Investors Chronicle Innovation of the Year<p>Please note:<p>You need a live City Index trading account to use City Trading???. You cannot access City Trading??? with a City Index demo account.<p>Features:<br>??? Check the latest prices and market movements instantly<br>??? Open and close positions<br>??? Streaming charts with technical indicators<br>??? Set stops and limit orders including if done and OCO (one cancels other)<br>??? Create new or amend existing orders<br>??? View your pending, completed and cancelled orders<br>??? Monitor your positions using our unique positions chart<br>??? View and amend multiple watchlists<br>??? Review trade and order history<br>??? Be confident that all your information and transactions are secure<p>For more information, please contact City Index on 0800 072 1107 or visit <a href=""http://www.google.com/url?q=http://www.cityindex.co.uk&usg=AFQjCNHm9MoY2ygHFRcferTg71LISkrF9Q"" target=""_blank"">www.cityindex.co.uk</a><p>About Spread Betting and CFD trading:<p>Spread betting and CFD trading allows you to trade the price movements of financial markets without holding the underlying investments directly. Regardless of the direction in which the markets fluctuate, you can take a position to gain exposure to this movement. Only a fraction of the capital outlay is required compared to trading the underlying market directly, however this means that the level of risk to your capital is greater and you may lose more than your initial deposit. As a result spread betting may not be suitable for all investors, ensure you fully understand the risks involved and seek independent advice if necessary.<p>To apply for an account:<p>Apply for a Spread Betting and CFD trading account at <a href=""http://www.google.com/url?q=http://www.cityindex.co.uk&usg=AFQjCNHm9MoY2ygHFRcferTg71LISkrF9Q"" target=""_blank"">www.cityindex.co.uk</a><p>How to get help:<p>For more technical information please visit our website at <a href=""http://www.google.com/url?q=http://www.cityindex.co.uk&usg=AFQjCNHm9MoY2ygHFRcferTg71LISkrF9Q"" target=""_blank"">www.cityindex.co.uk</a><br>or call 0800 072 1107.<p>Device Requirements:<p>Any Android handset with OS 2.0.1 or above.",2.8,41,0.0,2,2,1,com.effectivesoft.citytrading,"['com.oanda.fxtrade.rbs', 'fxclub.trader', 'com.MobileAnarchy.Android.PivotCalculator', 'com.iggroup.android.cfd']"
Bank of America,"The Bank of America app lets you easily view balances, make transfers, and more.<p>With Bank of America Mobile Banking, easily take your banking with you.* Enjoy our native app for Android(TM), with enhanced user interface and improved performance. Transfer money, see balances and pay bills (through optional Bill Pay), or find the closest ATM/banking center with a simple touch of a button (no address input required). You can feel secure with a leader in mobile security and our Online Banking Security Guarantee.<p>In response to our users??? feedback, we???ve removed a feature of our app that was designed to work more seamlessly with Android devices??? contacts list (allowing users to go directly to their contacts to select their transfer recipients).?? This feature was included as a convenience for our users, and contacts weren???t stored in our app or accessed or used for any other purpose.<p>Features<br>??? Pay bills and transfer funds**<br>??? Review account balances<br>??? Find ATM and banking center locations using GPS, with no address input required*** <p>Mobile Banking Security <br>??? You???ll enjoy peace of mind, knowing you have the same level of security as Online Banking, including our Online Banking Security Guarantee.****<br>??? Your personal information is protected by advanced encryption technology to help prevent unauthorized access.  <br>??? We are committed to protecting the privacy of your financial information. See the Privacy Policy for Consumers at <a href=""http://www.google.com/url?q=http://www.bankofamerica.com&usg=AFQjCNFW4N1W0ZAGivMTYyECA6gp3YG41g"" target=""_blank"">www.bankofamerica.com</a>. <br>??? We use the same SiteKey?? technology to verify your identity as we do for Online Banking, providing an extra layer of security for your peace of mind.<br>??? SafePass?? security is now available in the Mobile Banking App, just like in Online Banking.<p>*Must be enrolled in Online Banking.  <br>**Must have transfers and Bill Pay set up previously in Online Banking. <br>***Technology limited to locating ATMs and banking centers only. <br>****Please read ???Your Responsibilities??? in our Online Banking Security Guarantee to learn about important actions required to preserve your rights under the guarantee.<br>?? Currently, this capability is only available to customers in a few U.S. states. We???re in the process of rolling out this feature nationwide soon.<p>Bank of America N.A. Member FDIC.<br>?? 2011 Bank of America Corporation",4.3,64839,0.0,2,1,1,com.infonow.bofa,"['com.paccitybank', 'com.google.android.bistromath', 'com.discoverfinancial.mobile', 'INGDIRECT.android']"
NSE MOBILE TRADING,"NSE Mobile Trading system provides a revolutionary application suite featuring comprehensive trading and market monitoring platform.  We offer real time streaming quotes, with simple and user friendly interface for all type of users. It provides the freedom to trade hassle free anywhere and at any time.",4.4,425,0.0,4,2,0,com.msf.nse,"['com.adore.stock', 'com.snapwork.icici', 'org.InvestarMobile.androidapp', 'org.innovature.indianmarkets.activity']"
Insure my Truck,"Get a Progressive Commercial truck insurance estimate for your big rig anytime, anywhere, with Insure my Truck. Simply take a picture of your commercial driver's license and send it to us, along with a few other details about your trucks, trailers and drivers. It's a quick, secure and accurate way to shop for commercial truck insurance. Get started today!",5.0,5,0.0,4,0,1,com.progressive.pcaquoting,"['ru.androidx.cashlogger2', 'de.coderarea.android.ioupro', 'com.sfcu.org', 'com.travelers.mobile.android']"
mobileTWS,"Trade stocks, options, futures, forex, and more worldwide, at your fingertips.<p>All brokers are not created equal. The mobileTWS for Android from Interactive Brokers provides electronic access to stocks, options, forex, futures and futures options on multiple market destinations worldwide. Get real-time streaming data and charts; transmit orders instantaneously or use the order ticket; monitor your trades and enjoy immediate access to your account balances and portfolio data wherever you go. And don't worry about the cost. Our SmartRoutingSM technology searches for the best price available at the time of your order and dynamically routes and re-routes all or parts of your order to achieve optimal execution. And for the fifth consecutive year, Interactive Brokers was ranked Lowest Cost Broker by Barron's magazine. <p>Not a customer yet? You can still access realtime forex quotes and alerts, run market scanners and view delayed market data for products around the world, all at no cost.<br>mobileTWS for Android features include:<br>* Access to real-time streaming quotes and charts<br>* BookTrader Trading Tool<br>* Real-time Market Scanners<br>* Real-time Alerts with email notification<br>* Delayed market data for non-subscribed tickers and non-IB customers<br>* Support for trading stocks, options, futures, futures options and forex worldwide<br>* The ability to route orders using IB's SmartRoutingTM technology, which searches for the best price and dynamically routes and re-routes all or part of your order to achieve optimal execution<br>* Quick access to trade reports, portfolio and account information<br>* Secure login through IB's Secure Login System<br>* Access to Daily IB Market Briefs<br>* Free customer support<p>Interactive Brokers member SIPC.",4.0,185,0.0,4,2,0,atws.app,"['com.cme.quote', 'com.yproky.fxCalendar', 'com.wbi.tc2000mob', 'com.msf.mbt']"
SAFE Credit Union,"With the SAFE Mobile Banking App, log in to your account securely from your Android. Check your account balances and find your nearest branch or ATM?<p>Download our free app today and start changing the way you bank!",3.9,15,0.0,4,0,0,com.ifs.androidmobilebanking.fiid3503,"['com.softek.ofxclmobile.valleyfirstcu', 'com.ifs.androidmobilebanking.fiid3265', 'com.tio.pge', 'com.cu']"
Virtual Shopping Cart,"You often get to the end of the day and not remember how they never took their money. With this application you can easily mark all your expenses or income, and you will be shown how much your finances. Application constantly updated.<p><br>---[CHANGELOG]---<br>-1.7.0<br>[HOT] Added widgets for displaying the remaining money;<br>Various bugfixes;<p>- 1.6.0<br>[HOT] Added function &quot;Shop Limit&quot;;<br>Fixed problems with incorrect translation.<p>- 1.5.2<br>Layout optimization;<br>Gallery used to select image changed;<br>Some BugFixes.<p>- 1.5.0:<br>Added support English;<br>Optimized system images (half size of the application);<br>Fixed the size of the gallery present in some devices;<br>Removed the button &quot;Delete all movement&quot;, this feature is available now via the Menu button.",5.0,7,0.0,1,1,1,org.kitos.android,"['com.mymoneymanagerfree', 'com.argos.android.app_three', 'com.gioeleslfierro.iva', 'net.g100g.pecunia']"
CBS MoneyWatch,"Whether you're watching the markets, your wallet or your portfolio, CBS MoneyWatch's Android app helps you build wealth. Get real-time stock market data, plus breaking economic analysis, savings tricks, investing tips, and career advice from MoneyWatch's original columnists. <p>Features:<br> - Real time stock quote lookup and market data<br> - Full feed of personal finance and market commentary and analysis articles from our expert writers",4.0,31,0.0,2,1,0,com.lionbridge.android.moneywatch,"['com.digitalkozak.sa', 'com.adore.usa', 'com.adore.nyse', 'com.digitalkozak.ia']"
Intuit GoPayment for Tablets,"Get Paid Anytime Anywhere<p>Use your Android tablet to accept credit cards anytime, anywhere.*<p>Whether you are selling old records at a garage sale or cupcakes at a dessert shop, GoPayment makes it easy to accept credit cards no matter where your business takes you. Get started for free! <p>When you sign up from the GoPayment application, there is no monthly fee, no minimums, and you can cancel anytime without cancellation fees. <p>- - - GET STARTED - - -<p>1. Download the free GoPayment app<br>2. For customers who need to sell less than $1250/week, you can complete a new simplified form with only a few pieces of information<br>3. Check your email for your approval notification, and then start accepting payments!<p>If you want to see GoPayment in action before you sign up, click on the Test Drive button. I mean who does not like to try before they buy?<p>- - - FEATURES - - -<p>- Get credit card authorization in seconds.  Payment is automatically deposited into your bank account. <p>- Manually enter or swipe credit cards with the free Intuit Credit Card Reader. <br> <br>- Payment information is encrypted and is not stored on your Android phone. <p>- Accept tips from your customers. Your customers can add a tip from the signature screen. <p>- Text or email customized receipts to your customers with the sales details and info about your business.<p>- View details of your past sales transactions. You can even ???void??? them right from your device.<p>- Take your customer???s signature for additional security and professionalism.<p>- Create listings for the products and services that you sell, including price and sales tax.<p>- From Intuit, the makers of QuickBooks, Quicken and TurboTax.  <p>- Free customer service 24/7/365.***<p>Visit <a href=""http://www.google.com/url?q=http://m.gopayment.com&usg=AFQjCNGtf5uKuhkRE0PrnB_XDsYkQsy_bg"" target=""_blank"">m.gopayment.com</a> for additional information<br>Get paid anytime, anywhere.<p>---TERMS & CONDITIONS---<p>By installing this app you agree to the GoPayment Terms of Service, found at <a href=""http://www.google.com/url?q=http://gopayment.com/terms-of-service.html&usg=AFQjCNEralyM6C5J3eJJsajYofyKBo6YPA"" target=""_blank"">http://gopayment.com/terms-of-service.html</a><p>* The app will run on Android 3.0 and above, on compatible Android tablets.<br>** Free Intuit Card Reader is available to new, approved GoPayment customers only. Supplies limited. Discounted hardware is available for specific handsets that are not yet compatible with the Intuit Credit Card Reader.<br>*** Subject to occasional downtime for events beyond our control.",5.0,3,0.0,8,1,0,com.intuit.gopayment.android.tablet,"['com.pocketools.tablets.stockalert', 'net.hardwire.quickregister', 'com.krugism.registroidpro', 'com.krugism.registroid']"
State Bank Freedom,"!!!! THIS IS THE OFFICIAL STATE BANK MOBILE BANKING APPLICATION !!!!<p>Away from home, balance enquiries can be made and/or money sent to the loved ones or bills can be paid anytime 24x7!!! That is what State Bank FreedoM offers - convenient, simple, secure, anytime and anywhere banking.<p>Visit Mobile Banking under Services at <a href=""http://www.google.com/url?q=http://sbi.co.in&usg=AFQjCNHTLjg7-2-azSibLSDgTaD_JrEbjg"" target=""_blank"">http://sbi.co.in</a> for details!",3.7,604,0.0,7,0,0,com.sgs.sbi.mbanking,"['com.quintetsolutions', 'com.atom', 'AppsLabz.IndianTax', 'com.paijwar.smsbanking']"
TradeFields,"TradeFields is a game designed to enter the world of trading and share the experience among your friends. <br>For starters and experienced users, it will help you gather market knowledge and maybe one day win lots of money in the stock market.<p><br>PLAY ON YOUR DESKTOP AT:<br><a href=""http://www.google.com/url?q=http://www.tradefields.com&usg=AFQjCNFY-Ad8pZXb8G1NGU6gs5joUKvV6w"" target=""_blank"">www.tradefields.com</a>",3.2,107,0.0,2,2,0,com.istockmanager.android.tradefields,"['demo.com.amarphadke.stocks.activity', 'com.coldsnowstudios.android', 'com.skyviewsoftware.marketmanager.android', 'com.mindbeach.android.sharedealerfree']"
Eastern Bank,"With Eastern Bank???s Mobile Banking application for your Android, you can do<br>your banking anywhere, anytime right from the palm of your hand. <p>View your account balances & activity<br>Transfer money between your accounts<br>Pay bills and view payments<p>Eastern Bank Mobile Banking is FREE and SECURE.",3.6,41,0.0,2,0,0,com.mshift.easternbank,"['appinventor.ai_ignacioleon7.MakeEstimatePro', 'com.mshift.nutmegstatefcu', 'dk.skjernbank.mobilbank', 'com.mfoundry.mb.android.mb_011304478']"
Market Millionaire Enhanced,"A fun stock market simulation game! Play against both iPhone and Android users.<p>A fun multi-player Stock Market Simulation Game featured by Apple on iPhone that became the #2 finance app!<p>Start with $100,000 and reach first place by obtaining the highest net worth of any player.<p>Features:<br>* Play against iPhone / Android users<br>* Real-time prices<br>* Over 10,000 stocks<br>* Search by company name or ticker<p>Keywords: stock, stocks, bonds, money, portfolio, finance, trade, online, nasdaq, nyse, simulation",3.8,1061,0.0,3,1,1,com.chickenbrickstudios.mm2,"['com.apptasy.smartrend.free', 'com.coldsnowstudios.android', 'com.istockmanager.android.tradefields', 'demo.com.amarphadke.stocks.activity']"
